City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
263,andergrove,-21.0833,149.1833,20.19,83,0,3.93,AU,1686209598
264,mandera,3.9366,41.867,32.55,41,72,8.66,KE,1686209598
265,thompson,55.7435,-97.8558,19.09,88,40,0.0,CA,1686209598
266,kiunga,-6.1219,141.2906,25.31,96,78,1.36,PG,1686209598
267,dudinka,69.4058,86.1778,12.57,45,97,3.69,RU,1686209598
268,ust-nera,64.5667,143.2,12.56,67,76,2.0,RU,1686209598
269,chui,-33.6971,-53.4616,16.18,95,95,2.43,UY,1686209599
270,birobidzhan,48.8,132.95,17.6,91,100,3.96,RU,1686209599
271,muroto-misakicho,33.2833,134.15,18.35,94,100,6.03,JP,1686209599
272,ratnagiri,16.9833,73.3,32.8,60,58,5.49,IN,1686209599
273,greenville,35.6127,-77.3663,16.97,96,100,0.0,US,1686209502
274,mount gambier,-37.8333,140.7667,11.28,89,100,6.09,AU,1686209599
275,kargil,34.5667,76.1,13.8,32,98,1.9,IN,1686209599
276,kingston,17.997,-76.7936,28.53,86,20,8.75,JM,1686209571
277,luang namtha,20.9497,101.4011,32.01,62,40,2.06,LA,1686209599
278,nueva gerona,21.8833,-82.8,26.39,81,45,2.82,CU,1686209599
279,karratha,-20.7377,116.8463,25.55,31,0,4.23,AU,1686209600
280,alta,69.9689,23.2717,5.66,68,75,6.69,NO,1686209600
281,college,64.8569,-147.8028,18.18,72,75,3.09,US,1686209600
282,magadan,59.5667,150.8,18.63,71,3,3.0,RU,1686209600
283,broome,42.2506,-75.833,10.43,83,100,1.54,US,1686209600
284,paradip garh,20.3167,86.6167,33.42,66,100,8.55,IN,1686209600
285,safotu,-13.4513,-172.4018,26.82,88,46,2.75,WS,1686209515
286,da lat,11.9465,108.4419,23.19,67,100,2.39,VN,1686209600
287,byala slatina,43.4667,23.9333,20.78,60,97,2.48,BG,1686209600
288,taslicay,39.6336,43.375,18.37,45,3,1.54,TR,1686209601
289,sokoni,-6.4333,39.55,25.92,81,39,5.97,TZ,1686209601
290,curaca,-8.9903,-39.9094,21.74,85,96,5.5,BR,1686209601
291,fort mcmurray,56.7268,-111.381,13.73,54,0,2.57,CA,1686209601
292,nar'yan-mar,67.6713,53.087,6.66,52,100,4.09,RU,1686209601
293,labrador city,52.9463,-66.9114,3.95,93,100,4.63,CA,1686209369
294,kimbe,-5.5502,150.1429,26.07,88,98,1.61,PG,1686209601
295,pariaman,-0.619,100.12,30.03,71,100,2.7,ID,1686209601
296,tolanaro,-25.0319,46.9987,26.04,73,20,8.23,MG,1686209601
297,pakxan,18.3778,103.6601,29.57,78,100,1.31,LA,1686209602
298,grand rapids,42.9634,-85.6681,11.49,73,0,1.54,US,1686209330
299,nemocon,5.05,-73.8833,10.01,90,99,1.79,CO,1686209602
300,bardai,11.65,7.2333,25.83,73,98,7.0,NG,1686209602
301,hilo,19.7297,-155.09,23.85,90,75,0.0,US,1686209602
302,altay,47.8667,88.1167,31.73,19,71,3.58,CN,1686209354
303,anan,33.9167,134.65,19.88,93,100,8.64,JP,1686209602
304,katsuren-haebaru,26.3369,127.8719,29.21,70,0,4.12,JP,1686209602
305,villa vicente guerrero,19.1194,-98.1708,13.86,85,22,1.12,MX,1686209602
306,okha,53.5739,142.9478,8.22,70,17,6.49,RU,1686209603
307,egilsstadir,65.2653,-14.3948,9.95,66,0,6.69,IS,1686209603
308,micheweni,-4.9667,39.8333,26.48,78,15,4.67,TZ,1686209603
309,wilhelmshaven,53.5167,8.1333,16.77,79,5,4.42,DE,1686209519
310,nema,57.5067,50.5011,12.03,79,86,5.97,RU,1686209603
311,fada,9.5667,8.3,22.63,86,100,2.76,NG,1686209603
312,sydney mines,46.2367,-60.2177,9.03,96,100,1.34,CA,1686209603
313,kundla,21.3333,71.3,38.35,24,45,3.71,IN,1686209603
314,barranca,-10.75,-77.7667,21.49,85,97,3.15,PE,1686209603
315,loralai,30.3705,68.598,33.85,18,0,5.15,PK,1686209603
316,at tafilah,30.8375,35.6044,26.86,21,27,3.5,JO,1686209604
317,zaozersk,69.4005,32.4476,6.4,54,90,5.61,RU,1686209604
318,gorodets,56.6514,43.475,14.78,55,19,3.35,RU,1686209604
319,nova vicosa,-17.8919,-39.3719,21.4,80,0,1.8,BR,1686209604
320,puerto lempira,15.2667,-83.7667,25.59,90,99,2.47,HN,1686209604
321,banjar,-8.19,114.9675,27.74,81,98,0.43,ID,1686209604
322,ban talat bueng,13.0715,101.0031,31.81,39,100,8.08,TH,1686209604
323,kununurra,-15.7667,128.7333,32.99,33,40,4.12,AU,1686209604
324,axim,4.8699,-2.2405,26.52,82,100,2.45,GH,1686209604
325,zhuanghe,39.7008,122.9911,22.4,65,92,3.18,CN,1686209605
326,kapuskasing,49.4169,-82.4331,9.0,61,20,4.12,CA,1686209605
327,betio village,1.358,172.9211,27.02,78,100,4.9,KI,1686209605
328,turpan,42.9333,89.1667,44.47,5,91,2.32,CN,1686209605
329,kanker,20.2719,81.4931,42.42,13,88,3.78,IN,1686209605
330,iaciara,-14.0958,-46.6317,17.45,65,12,1.26,BR,1686209605
331,kingscliff,-28.2667,153.5667,19.89,73,61,4.12,AU,1686209605
332,westport,41.1415,-73.3579,13.23,82,100,1.54,US,1686209605
